朝代,剂型,内服、外用,编号,方名,方源,组成　,防风量,功用,配伍功效,主治,制剂,用法,防风炮制,是否有量,药味数,病症（证）,方论,备注
清,散,内,11444.0,泻黄散,《医宗金鉴》卷六十五,石膏(煅)15g  栀子仁(生)30g  甘草(生)90g  防风(酒拌，微炒香)60g  豨莶草(酒蒸，晒干)120g,60g,清热泻火。,散肝舒脾(散伏火),胃经血壅气滞，眼皮外翻，状如舌舐唇。,上为细末。,用白滚水调服，每次壮人6g，弱人3g，小儿1．8～2．1g。,酒拌，微炒香,,5.0,,,
宋·朱佐,散,内,18.0,一字散,《类编朱氏集验医方》,全蝎8个  防风8g  僵蚕15g  天麻30g  川乌1个(炮)  南星1个,8g,平肝息风，化痰止痛。,祛风解表(头痛),由风痰引起的偏正头疼。,上为末，入麝香、朱砂各15g，拌匀。, 每次0.16g，食后用葱、酒、茶调服。,,y,6.0,,方中天麻平肝息风，通络止痛；僵蚕、全蝎息风解痉，化痰止痛；防风、川乌祛风除湿，散寒止痛；南星善祛风痰，用生姜、朱砂、乳香炮制，兼有解毒、安神、活血、止痛之效。配合成方，既能干肝息风，亦能化痰止痛。风息痰化，则由风痰所引起的偏正头疼亦自止。,
金•张子和,煮散,内,884.0,人参补肺散,《儒门事亲》卷十二,人参  麻黄(去节)  白术  防己  防风各等分  桑白皮倍加,等分,补气解表，宣肺止咳。,祛风解表(风寒),肺气不足，外感风寒，咳嗽气喘。,上叹咀。每次158，以浆水250m1，煎至125ml，去滓。,温服。,,n,6.0,,,
宋,煮散,内,1485.0,大醒风汤,《太平惠民和剂局方》卷一淳祜新添方,南星(生)240g  防风(生)120g  独活(生)  附子(生，去皮、脐)  全蝎(微炒)  甘草(生)各60g,120g,祛风化痰。,中风(中经),中风痰厥，涎潮昏运，手足搐搦，半身不遂；历节痛风，筋脉挛急。,上畋咀。每次12g，用水600ml，加生姜20片，煎至480m1，去滓。,温服，不拘时候，一日二次。,生,y,6.0,,,
明•方贤,丸,内,1628.0,上清丸,《奇效良方》卷六十一,薄荷500g  川芎  防风各60g  桔梗150g  砂仁15g  甘草120g,60g,疏风散热，活血消肿，解毒利咽。,祛风解表(风热),咽喉肿痛，痰涎壅盛。,上为细末，炼蜜为丸，如皂角子大。,每次1丸，噙化，不拘时候。,,y,6.0,,,
金,煮散,内,1635.0,上清汤,《兰室秘藏》卷下)  又名通气防风汤(《东垣试效方》卷二)  上清散(《证治准绳·类方》卷二),人参  蔓荆子各1．5g  防风3g  葛根4．5g  黄芪9g  甘草12g,3g,清利头目，宽快胸隔。,祛风解表(风热),脾胃气虚，外感风热，头痛目昏，胸脘痞闷者。,上畋咀，分作二服。用水500ml，煎至250ml，去滓。,临卧热服。以夹衣盖覆不语，须臾汗出为效。,,y,6.0,,,
约宋yuan,丸,内,1655.0,山药丸 ,《秘传眼科龙木论》卷二,干山药  生地黄  人参  茯苓  防风　泽泻各30g,30g,补脾养肝祛风。,明目,肝风目暗内障,上为末，炼蜜为丸，如梧桐子大。,每次10丸，空心用茶送服。,,y,6.0,,,
宋,丸,内,1737.0,川芎丸,《太平惠民和剂局方》卷一又名大川芎丸(《医门法律》卷五,川芎  龙脑薄荷叶(焙干)各2．25kg　细辛150g 防风750g 桔梗3kg 甘草(槛)1．05kg,750g,消风壅，清头目，化痰涎，利咽膈。,祛风解表,头痛旋运，心忪烦热，颈项紧急，肩背拘倦，肢体烦疼，皮肤瘙痒，脑昏目疼，鼻塞声重，面上游风，状如虫行。,上为细末，炼蜜为丸，每45g分作50丸。,每次1丸，食后、临卧细嚼，腊茶清送服。,,y,6.0,,,
明,丸,内,1814.0,已风丹,《普济方》卷三七四引《医方妙选》,天竺黄30g(研)  防风30g  钩藤30g  白僵蚕15g  干全蝎15g  白附子15g,30g,祛风退惊。,止痉(小儿惊风),小儿惊风，拘挛抽搐。,上为细末，炼蜜为丸，如鸡头子大。,每次1～2丸，点麝香、荆芥汤化服。,,y,6.0,,,
宋,散,内,2145.0,天麻散,《圣济总录》卷十一,天麻  防风  羌活  甘菊花  杏仁(去皮、尖、双仁，炒令黄)各60g  甘草(炙，锉)30g,60g,祛风止痒。,止痒,遍体瘾疹瘙痒，皮肤痛痹，肢节疼痛，大肠不利。,上为散。,每次9g，空心用蜜酒调服，一日二次。,,y,6.0,,本方所治之证，是由风邪热毒郁于肌肤所致。方中天麻、菊花祛风泄热解毒，羌活、防风搜风胜湿透邪，杏仁润肠通便，甘草调和诸药。配合成方，使风热邪毒俱去，而痛痒自止。,
明,其它,内,2223.0,天萝饼子,《普济方》卷六十三,僵蚕3g  防风9g  天萝子27g  陈白梅(大者)7个(小者10个)  胆矾少许  酸米醋少许,9g,疏风化痰，消肿利咽。,祛风解表(风热)2,咽喉肿痛。,上为细末，制成饼子，如钱大。,外用棉裹，终日含之。吐出痰涎令尽，自愈。如吞得时，吞些药不妨。,,y,6.0,,,
宋,煮散,内,2454.0,木通汤,《圣济总录》卷一二,木通(锉)45g  防风(去叉)30g  赤芍药45g  白芷22．5g  山栀子仁30g  大黄(锉，炒)45g,30g,祛风泻火，活血祛瘀。,明目,目伤睛损。,上为粗末，每次15g，用水225ml，加苦竹叶7片，煎至160ml，去滓，入地黄汁60ml，更煎两沸。,食后温服，临卧再服。,,y,6.0,,,
宋,煮散,内,3962.0,风湿六合汤,《袖珍方》卷四引《太平圣惠方》,当归　熟地　白芍　川芎120g  防风  制苍术各21g,21g,养血和血，祛风除湿。,祛风解表(风湿)2,妊娠外感风湿，肢节烦疼，身热头痛，脉浮。,上为粗末。每次9～15g，水煎，去滓。,温服。,,y,6.0,,,
金,煮散,内,4067.0,火郁汤,《兰室秘藏》卷下,升麻  葛根  柴胡  白芍各30g　防风  甘草各15g,15g,升阳散火。,散肝舒脾(散伏火),火郁于中，五心烦热。,上叹咀。每次15g，用水600ml，入连须葱白lOcm，煎至300ml，去滓。,稍热服，不拘时候。,,y,6.0,,,
明,汤,内,4326.0,正柴胡饮,《景岳全书》卷五十一,柴胡3～9g  防风3g  陈皮4．5g　芍药6g  甘草3g  生姜3～5片,3g,平散风寒。,祛风解表(风寒),外感风寒，发热恶寒，头痛身疼，及痃疟初起。,上药用水300m1，煎至200m1，去滓。,温服,,y,6.0,,,
明•陈实功,散,内,4368.0,玉真散,《外科正宗》卷四,南星  防风  白芷  天麻  羌活  禹白附各等分,等分,祛风解痉止痛。,止痉(破伤风),破伤风，牙关紧急，角弓反张，甚则咬牙缩舌；疯犬咬伤。外治跌打损伤，金疮出血。,上为细末。,每次6g，用热酒适量调服，更敷患处。若牙关紧急，腰背反张者，每次9g，用热童便调用，虽内有瘀血亦愈；至于昏死，心腹尚温者，连进二服，亦可保全；若治疯犬咬伤，先将疮口洗净，搽伤处。,,n,6.0,,本方由《理伤续断方》至真散发展而来，是临床治疗破伤风的常用方剂。方中白附子、天南星祛风化痰，解痉止痛为君；羌活、防风、白芷疏散经络中之风邪为臣；天麻熄风解痉为佐；以热酒或童便为使，有通经络，行气血之功。,
宋,煮散,内,4446.0,术苓汤,《仁斋直指》卷九,黄芪(炙)  防风  白茯苓  白术  麻黄根、节各15g  甘草(炙)6g,15g,益气固表。,祛风解表(防虚感),虚汗，盗汗。,上锉细。每次9g，加小麦100粒同煎，去滓。,临卧服。,,y,6.0,,,
朝鲜　明•jin礼蒙（1443）,煮散,内,4449.0,术附防风汤,《医方类聚》卷九十八引《施圆端效方》,白术  附子(熟)  甘草  防风各30g　桂90g  茯苓15g,30g,温阳化湿，祛风止痛。,胜湿止痛(风寒湿痹)2,脾肾阳衰，风寒湿邪外侵，肢节痛重，不可转侧，自汗欲衣，或身微肿。,上为粗末。每次15g，用水230m1，煎至140m1，去滓。,温服，日三次，夜一次。,,y,6.0,,,
明•申斗垣,汤,内,4472.0,甘桔汤,《外科启玄》卷十二,桔梗2．5g  甘草4．5g  射干  牛蒡子(炒)各2g  防风  玄参,wbz,清肺化痰，利咽止痛。,祛风解表(风热),痰壅声哑，咽痛。,上哎咀。水煎，去滓。,温服，一日二次。,,n,6.0,,,
约宋yuan,膏,外,4664.0,龙脑煎,《秘传眼科龙木论》卷五,冰片7．5g  秦皮  防风  细辛  甘草  宣黄连各45g,45g,疏风清热，退翳明目。,祛风解表(风热)　目,天行后赤眼外障。,上为末，用水250ml，浸药末三日三夜，用银铫子煎至180m1，以束绵滤去滓，又入蜜120g，煎至五、七沸，入瓷瓶子内盛，勿令泄气。,点眼。,,y,6.0,,,
宋,散,内,4906.0,仙灵脾散 ,《大平圣惠方》卷六十九,淫羊藿60g  虎胫骨60g(涂酥，炙令黄)  附子60g(炮裂，去皮、脐)  防风60g  踯躅花60g(醋拌炒令干)  牛膝60g,60g,补肾壮阳，祛风止痛。,胜湿止痛(风寒湿痹)2,妇人血风，身体骨节疼痛不止。,上为细散。,每次3g，以温酒调服，不拘时候。,,y,6.0,,本方所治之证，是由肾气不足，风寒湿邪乘虚而入所致。方中仙灵脾、附子补肾阳，祛风湿；虎胫骨益肝肾、壮筋骨，与仙灵脾、附子相配，既能温补肝肾以治本，又可祛风除湿以治标；更配防风疏风祛湿，使风湿之邪从外而散；踯躅花定痛之力甚著，配入方中可增强定痛之力。诸药合用，共奏益肾气，祛风湿，止痹痛之效。,
元•孙允贤辑,煮散,内,5144.0,生料四物汤,《医方大成》卷十引汤氏方,生地黄  赤芍药  川芎  当归  防风各等分  黄芩减半,等分,凉血祛风，消肿止痒。,止痒, 小儿血热生疮，遍身肿痒。,上哎咀。每次6g，用水150ml，煎至100m1，去滓。,温服。,,n,6.0,,,
宋,煮散,内,5246.0,白术饮,"《圣济总录》卷十七)  又名
    白术散(《古今医统》卷五十三)",白术  厚朴(生jiang汁炙)  甘菊花各15g  人参  白芷  防风各30g,30g,健脾祛风，和胃降逆。,祛风解表(风热)2虚,脾胃气虚，风邪上侵，头旋不止，复加呕逆。,上哎咀，如麻豆大。每次15g，水220m1，加生姜5片，煎至150m1，去滓。,食前温服。,,y,6.0,,,
宋,煮散,内,5256.0,白术散,《太平圣惠方》卷二十九,白术30g  酸枣仁30g(微炒)  麻黄根60g  防风30g  白龙骨75g  黄芪60g(锉),30g,益气固表，养心敛汗。,祛风解表(防虚感),虚劳，肺气不足，心阴亦伤，夜卧盗汗，心烦少睡。,上为粗散。每次9e，以水200m1，煎至120ml，去滓。, 温服，不拘时候。,,y,6.0,,方中黄耆、白术补肺气以固肌表，酸枣仁养心阴以安神敛汗；白龙骨、麻黄根固表止汗；更用防风一味，功擅走表防御外风，与黄耆相配，则固表之功更优。诸药合用，不仅益气固表，而且养心安神，使心液不复外溢。,
宋,丸,内,5532.0,白芥子丸,《太平圣惠方》卷三,白芥子30g  防风22．5g  安息香30g  沉香15g  补骨脂30g(炒)  槟榔15g,22．5g,祛风化痰，益肾和络,胜湿止痛2,风痰阻络，筋脉拘挛，骨髓疼痛。,上为细末，炼蜜为丸，如梧桐子大。,每次20丸，温酒送服，不拘时候。,,y,6.0,,,
宋•孙用和,丸,内,6460.0,地黄丸,《传家秘宝》卷中)  又名明睛地黄丸(《太平惠民和剂局方》卷七续添诸局经验秘方)  明眼地黄丸(《世医得效方》卷十六)  明目地黄丸(《原机启微·附录》,地黄1kg  杏仁250g(去皮、尖)  金钗石斛  牛膝  防风  枳壳各120g,120g,补肝益肾，祛风明目。,明目　虚,肾阴不足，肝血亦虚亦亏，风邪外客，眼目昏暗，膜入水轮，漏睛眵泪，眼见黑花，视物不明，混睛冷泪，翳膜遮障；阴亏血虚，筋脉失养，肢节拘急，筋脉挛痛。,上为末，炼蜜为丸，如梧桐子大。,每次3g，空心用无灰豆淋酒送服，一日二次。,,y,6.0,,,
宋,丸,内,6602.0,地黄煎丸,《圣济总录》卷九十一,地黄汁750m1(煎成浓汁)  鹿茸(去毛，酥炙黄色)15g  人参45g  茯神(去木)15g  防风(去叉)15g  甘草(炙，锉)30g,15g,生津补血，益气助阳。,其它助阳气,虚劳脱营，失精少气，形体日瘦。,上为末，以地黄浓汁为丸，如梧桐子大。,每日30丸，空心用温酒送服。,去叉,y,6.0,,,
金,汤,内,6755.0,芎辛汤,《兰室秘藏》卷上,细辛0．6g  川芎  蔓荆子各1．5g　甘草  白芷各3g  防风4.5g,4.5g,疏风散热。,祛风解表(风热)　目,风热上侵，两眼昼夜隐涩难开，羞明恶日，视物昏暗，赤肿而痛。,上哎咀，都作一服。用水300ml，煎至150m1，去滓。,临卧温服。,,y,6.0,,,
宋,煮散,外,6776.0,芎劳散,《太平圣惠方》卷三十四,川芎  薏苡仁各60g  细辛  防风　地骨皮  柳枝(锉)各30g,30g,清热祛风，活血止痛。,祛风解表(牙痛),牙齿动摇疼痛。,"上为散。每次15g，以水600ml，煎至
300m1，去滓。",热含吐之。,,y,6.0,,,
明•张三锡纂,汤,内,7195.0,当归补血汤,《医学六要·治法》卷七,黄芪90g  当归15g(jiu浸)  防风　羌活各3g  荆芥穗4．5g  甘草1．5g,3g,益气养血，祛风解痉。,止痉(血虚),出血过多，筋无血养，四肢挛急，口噤如？（病旁加至）。,水煎，去滓。,温服。,,y,6.0,,,
明,煮散,内,7223.0,当归消毒散,《普济方》卷二八六,荆芥  牛蒡子  甘草  防风  当归　赤芍药各等分,等分,疏风活血，解毒消肿。,透疹　散结,痈肿初发。, 上叹咀。每次15g，用水300ml，煎至240ml，去滓。,温服。,,n,6.0,,,
约宋yuan,散,内,7729.0,杀疳散,《秘传眼科龙木论》卷六,防风  冰片  牡蛎各60g  五味子　白芷  细辛各30g,30g,祛风消翳。,祛风解表(风热)　目,小儿疳眼外障，眼目生翳，红肿疼痛，泪出难开，白膜遮满，羞明怕日，合面而卧，不喜抬头。,上为细末。, 每次3g，空心用米汤调服。,,y,6.0,,,
明,丸,内,7809.0,冰梅丸,《本草纲目》卷二十九,青梅20枚(yan360g腌五日，取M汁)明矾90g  桔梗  白芷  防风各30g  猪牙皂荚30条,30g,祛风豁痰，利咽通窍。,中风,喉痹乳蛾，中风痰厥，牙关不开。,上为细末，拌汁，和梅入瓶收之。,每用l枚，噙咽津液；若中风牙关不开者，用此药擦之。,,y,6.0,,,
宋,丸,内,8075.0,防风丸,《圣济总录》卷一六七,防风  钟乳粉  牛黄(研)  白术各15g  熟地黄(焙)  甘草(炙)各0．9g,15g,补肾健脾，祛风清热。,祛风解表(风热)2,小儿脾肾两虚，风热外侵，致患解颅，脑缝开而不合。,上为细末，炼蜜为丸，如梧桐子大。,每次2丸，温开水化服。,,y,6.0,,,
宋,散,内,8087.0,防风散,《太平圣惠方》卷五十一,防风30g  甘菊花30g  牛蒡子30g(微炒)  白附子30g(炮裂)  前胡30g(去芦头)　石膏60g(细研，水飞过),30g,祛风化痰。,祛风解表(头痛),痰厥头痛。,上为细散。,每次6g，食后以生姜、茶清调服。,,y,6.0,,,
元•佚名撰,煮散,内,8119.0,防风苍术汤,《田氏保婴集》,防风15g  苍术  石膏各30g  炙甘草15g  川芎  黄芩各7．5g,15g,解毒透疹。,透疹,小儿邪热在表，恶风恶寒，疮疹未出者。,上为粗末。每次6g，加生姜3片，薄荷7叶，水煎，去滓。,温服，一日二次。,,y,6.0,,,
清•郭志邃（1675）,汤,内,8136.0,防风散痧汤,《痧胀玉衡》卷下,防风  陈皮  细辛  金银花  荆芥　枳壳各等分,等分,疏风散寒，理气止痛。,祛风解表(风寒),痧胀因于风者。, 用水400m1，—煎至280ml，去滓。,稍冷服。,,n,6.0,,,
宋,煮散,内,8391.0,麦门冬饮,《圣济总录》卷三十一,麦冬(去心、焙)  柴胡  防风  半夏(汤洗去滑，jiang汁制)  赤茯苓  犀角(镑)各15g,15g,疏风解肌，养心安神。,祛风解表(风寒),伤寒汗后虚烦，心神不宁。,上为粗末。每次15g，用水225ml，入生姜5片，煎至160ml，去滓。,温服。,,y,6.0,,,
清,汤,内,9157.0,扶土抑木煎,《重订通俗伤寒论》, 炒白芍18g  炒白术9g  煨防风4．5g  陈皮3g  炒黄芩6g  煨葛根3g,4.5g,疏肝健脾，扶正抑木。,散肝舒脾(止泻,伤寒挟泻。,水煎，去滓。,温服。,煨,y,6.0,,,[加减]  肝邪侮脾，肠鸣痛泻，加豆豉、焦山栀之类。
宋,丸,内,9547.0,皂荚丸,《太平圣惠方》卷二十三,皂荚10挺(去黑皮，涂酥炙微黄，去子)  羌活60g  防风90g(去芦头)  桂心90g  附子60g  干薄荷120g,90g,祛风化痰，温通经络。,中风(中经),中风偏枯不遂，行立艰难。,上为末，炼蜜为丸，如梧桐子大。,每次20丸，以温酒或薄荷酒送服。,去芦头,y,6.0,,,
宋,煮散,内,9834.0,羌活汤,《圣济总录》卷八十五)又名羌活饮(原书同卷),羌活  肉桂各30g  附子(炮裂，去皮、脐)  当归(切，焙)  防风(去叉)  牛膝(jiu浸，切，焙)各22g,22g,祛风湿，强腰膝。,胜湿止痛(虚痹),风湿腰痛，腰脚痹痛，行步艰难。,上哎咀。每次6g，用水150ml，煎至105m1，去滓。,温服，不拘时候。,去叉,y,6.0,,,
元•朱丹溪,汤,内,9838.0,羌活汤,《脉因证治》卷上,羌活  独活  柴胡  防风  肉桂  当归,wbz,祛除风湿，温经止痛。,胜湿止痛(风寒湿痹),腰痛。,水煎，去滓。,分二次温服。,,n,6.0,,,
宋•刘昉（1132）,散,内,9859.0,羌菊散,《幼幼新书》卷三十三引《家宝》,羌活  山栀子仁(炒)  防风各7．5g　　甘草10g  白蒺藜(炒，去尖)  菊花各15g,7.5g,祛风清肝，明目退翳。,明目,小儿肝脏壅热，眼生浮翳。,上为末。,"每次1．5～3g，食后用蜜汤调服，一日
三次。",,y,6.0,,,
